Ship_1_start,Ship_1_unload,Ship_1_load,Ship_2_start,Ship_2_unload,Ship_2_load,Ship_3_start,Ship_3_unload,Ship_3_load,Ship_4_start,Ship_4_unload,Ship_4_load,Ship_5_start,Ship_5_unload,Ship_5_load,Ship_6_start,Ship_6_unload,Ship_6_load,Ship_7_start,Ship_7_unload,Ship_7_load,Ship_8_start,Ship_8_unload,Ship_8_load,Ship_9_start,Ship_9_unload,Ship_9_load,Ship_10_start,Ship_10_unload,Ship_10_load,Ship_11_start,Ship_11_unload,Ship_11_load,Ship_12_start,Ship_12_unload,Ship_12_load,Ship_13_start,Ship_13_unload,Ship_13_load,Ship_14_start,Ship_14_unload,Ship_14_load,Ship_15_start,Ship_15_unload,Ship_15_load,Ship_16_start,Ship_16_unload,Ship_16_load,Ship_17_start,Ship_17_unload,Ship_17_load,Ship_18_start,Ship_18_unload,Ship_18_load,Ship_19_start,Ship_19_unload,Ship_19_load,Ship_20_start,Ship_20_unload,Ship_20_load,Ship_21_start,Ship_21_unload,Ship_21_load,Ship_22_start,Ship_22_unload,Ship_22_load
781,637,2105,6427,314,653,4533,159,2366,2721,2073,1405,4900,440,1431,4218,3652,6434,6263,1002,1086,1363,65,5479,1118,124,4527,2478,1609,4291,5656,249,414,5704,2752,4104,1442,543,3176,8743,8444,8205,5214,2202,2864,9379,6146,222,1057,344,8076,7826,3745,3555,8689,8270,3211,6409,409,4687,5354,2988,5147,5728,782,5865
2249,693,4905,6766,4387,804,6740,4812,1229,2053,1115,677,5891,1343,1556,7000,1821,1778,6347,5957,4390,6777,2856,987,5521,4820,2200,5160,2436,3307,5821,1376,46,7056,6113,3349,4075,961,2157,8504,3650,2920,5876,856,2451,3455,1852,10184,8789,5374,3162,7636,1856,2666,3630,2972,7396,10687,1053,1627,7513,2118,4419,10811,6632,3682
6461,5590,3218,3183,2340,1452,3157,1924,1958,1615,75,3845,6104,4313,5227,6957,5657,4476,4780,1228,3318,4908,1864,2629,2901,217,498,6031,1819,1101,4491,2333,3245,4292,2484,5171,5271,1619,1241,7774,2156,6078,7471,3806,6594,11787,155,316,6577,3286,4943,8446,279,3127,8054,3925,3928,11261,10218,10567,9814,8716,5215,7861,2577,2859
4089,32,838,2295,1194,3863,3191,1747,327,5385,2587,3813,7018,4428,3444,5776,5288,3682,6870,5640,3222,5673,3139,1475,3182,3146,3709,5313,1890,1432,5403,3,1480,6979,2144,1842,4893,878,885,11696,6400,4254,10259,6491,7401,11948,4159,4037,8234,6315,6748,11294,7355,4499,8057,1291,3970,11610,8391,5805,6313,5972,6469,8143,346,3069
4895,907,761,4964,784,1003,1771,908,2907,6611,1275,1252,6034,4817,4335,4170,1205,2613,4452,3985,6381,4009,2296,3615,3745,74,2563,4855,4230,6459,6880,2855,2276,6677,6300,2509,4900,850,382,9550,3075,616,11169,5440,1422,11826,5495,4375,8667,2651,1527,8438,5134,4047,10736,3340,162,9024,7750,6883,6810,266,147,10866,7206,4217
4749,4468,4294,5183,1755,1593,3770,3408,371,6588,5364,4693,5552,3728,2924,5578,724,7,6848,5565,3865,5328,2391,131,6234,2705,2853,7084,1459,1467,6301,1660,2289,2886,1938,3063,4432,3454,3999,7091,339,425,7151,2593,4612,10706,9842,3090,7543,3411,7671,7351,4580,3778,7558,459,4244,8157,6325,6560,6691,3443,6971,7877,2013,66
4575,1843,3158,5021,3086,3451,733,233,900,5917,1174,952,4748,3473,2804,4861,1527,229,5148,1034,1149,3068,580,457,6382,4461,3754,7092,2888,42,6930,5424,2324,4011,1461,303,4977,4569,2363,7177,2818,1433,9170,1857,4166,3954,3387,8769,11803,422,222,6549,3040,6144,11343,1418,1475,8392,1201,3966,10219,7094,3845,5930,4961,4051
5890,4288,4666,5386,3368,2675,1400,1297,4235,5695,626,868,4079,2340,2553,3563,3380,5457,5263,5188,1936,2945,890,1848,5675,3833,3348,4246,4140,5169,3830,1013,2832,2853,2007,4644,2771,515,4102,5792,62,1440,11479,8126,8551,9336,2282,2508,11603,8874,2107,9653,7696,3745,11400,3959,4099,11157,10782,11415,6970,3989,8691,5020,2728,2902
6268,2824,181,4693,3594,5578,4338,2291,1208,5937,4355,2344,4292,472,1131,5640,5471,1391,2011,1320,6083,3903,53,549,5190,4305,5806,5275,1666,1551,5649,777,922,5490,629,1958,6358,1820,1289,7170,637,3390,11904,2675,2368,9562,6038,620,4836,4278,9944,5702,2061,4264,11540,583,102,11790,8419,2155,11672,10313,6869,5194,743,2163
3625,1763,1989,6677,2424,14,3255,1502,4265,3926,644,1408,4951,2948,5039,1560,161,1325,6774,3811,198,4399,860,926,6691,5125,4929,5160,53,1344,5794,2489,1206,6819,233,184,5827,1259,1452,9923,3235,673,11597,2572,2556,4144,3620,7088,10502,4822,30,7905,1888,3266,11059,6173,3243,5526,4012,5697,8228,1532,2678,6614,2989,7077
3851,2965,5563,4267,64,939,6018,3403,889,4690,982,182,7042,5593,3483,2724,1969,5091,3161,1711,2070,4465,345,2246,6495,1794,1375,6451,5705,5692,4511,376,315,6770,4214,3041,6020,3016,1599,7361,3061,552,11581,3939,433,7612,5533,6016,5710,4066,1176,9283,6407,387,8129,3027,2113,7211,3686,3226,9374,7498,4187,10702,7462,5682
6449,266,468,5142,3747,3728,3504,1794,2707,3890,3789,5791,4932,2000,1667,5846,467,832,3520,859,3227,6366,893,1198,6076,182,750,6438,5126,1194,4450,4375,6852,5597,1424,1796,4603,3852,5623,4852,2454,2395,8075,5291,2222,8095,3708,4005,2820,1102,7496,3263,552,650,7215,6378,7055,6751,4849,1215,6063,2263,6584,8922,8260,5953
6651,1185,1712,5123,188,725,4417,2476,1825,5892,3152,4000,4599,2877,4677,6211,2352,2845,5888,629,781,6671,2476,1202,6644,237,211,2506,666,1568,6927,1308,4,5969,3636,990,6374,6084,919,4793,2015,8498,5006,2400,9292,8392,5070,6089,9214,3308,5572,3361,1190,7916,7892,3180,2746,3117,2696,137,10384,9006,2653,6615,1352,4769
7178,1148,272,5660,1214,2010,3766,2818,196,6740,5388,4398,6399,3973,2805,6704,1834,509,6040,2711,1953,5397,3241,4794,6618,1437,27,3408,2572,1397,5623,3132,2167,3323,3225,4141,1209,356,5513,11276,5400,3684,11898,3018,2889,9411,8828,8273,11478,9388,7508,10087,1337,1125,7458,2905,4725,558,89,10783,4031,1411,4946,10032,3983,1008
6302,4365,2140,6456,19,131,1144,537,593,5750,5057,3064,5231,4040,5328,5379,422,1445,5282,2644,20,6950,1576,22,5208,909,213,2233,1871,2892,4658,2348,3420,4239,3195,3478,6366,5631,2496,9560,2789,173,11769,6672,3125,8856,2846,4693,9598,6147,2902,9875,758,86,9278,3710,4538,11252,2670,15,7566,5699,6360,7057,6117,10411
4077,2971,2604,6568,3776,3501,1200,236,1511,3757,3632,2272,6519,5994,2035,6402,2535,2427,2658,494,3876,5396,3871,2985,4512,2602,4947,3254,671,4105,5730,3879,1360,4522,2533,5104,3231,2417,2778,6944,496,3511,8222,584,1715,10703,1010,1266,6353,6087,4139,9203,7915,3586,10106,3905,1244,8597,1969,243,8227,7992,7581,11351,707,901
3710,1373,4297,6293,539,213,2475,2290,2206,2397,531,831,2560,2332,6083,6294,2154,1407,6040,3667,1479,4510,3581,1297,6857,878,507,6688,6656,4213,3211,2329,910,7093,4256,1790,3592,1232,2839,9959,9469,8040,9353,8271,949,10959,2246,3264,4405,864,5914,4874,4783,5870,7445,1650,2387,6871,4485,6262,7816,306,1882,11545,10731,2943
6634,1142,956,5967,2449,188,2391,1527,4108,2697,2631,6131,6311,2692,3117,5547,1143,901,3852,625,2683,2226,294,2975,6486,3620,116,4245,3749,6149,1792,741,3461,4627,2121,1032,5199,3356,2218,8530,5075,8072,2031,1003,2250,11977,1495,631,9455,2791,1471,5961,5639,8215,8182,2524,5550,8648,2860,4327,9392,5926,4647,3757,379,7973
6448,6277,1155,3706,370,524,4972,2954,1954,6197,4176,3884,6736,629,1049,5305,96,956,5910,4575,4788,4907,3109,4843,2982,349,3202,6645,4687,1328,4512,3471,1317,3538,2595,4989,4061,3694,5988,11527,7188,451,3278,1115,212,11113,8647,5880,8135,7690,623,8537,4262,3585,11208,4011,1234,10115,2640,3797,8113,1653,758,11351,8015,4796
1326,1182,2400,3860,3531,3739,3972,2472,3028,5905,3927,2545,7156,5491,5173,6165,809,1763,6123,1284,904,6641,99,319,5835,4677,4846,3286,868,1733,2358,1393,2063,5932,560,835,6355,1532,576,4790,1939,363,2375,2140,6576,8346,4322,2180,1068,840,11393,7860,44,1479,8431,5481,5325,11272,2044,2720,7218,4895,4292,8132,338,3231
2544,859,271,4068,847,323,4528,4436,4361,4523,3185,2617,6838,2010,1581,7119,6844,4530,5743,5196,6235,6861,4033,4248,6004,1935,239,4151,2772,1405,3028,1925,1326,6207,3025,2328,5399,3595,2846,3214,173,2909,6811,1143,1039,6204,2282,5649,11621,8757,5556,9295,3856,2911,8275,3288,2284,11948,7723,7002,6615,873,472,11025,2031,2661
1956,740,1677,3544,1468,26,4453,4413,2351,3955,2614,1010,6409,4884,1454,4805,2184,3998,6782,814,926,7076,2903,897,4308,3263,1896,2784,2161,1180,2429,1744,3111,5510,3714,3668,4650,3662,4022,5950,3684,1653,6707,2135,4117,9571,3675,3934,8420,5437,5787,8350,4279,177,7271,5139,9275,11227,10182,683,6214,1145,5305,11655,8008,491
2893,2378,443,2102,1768,2537,2391,467,4500,2351,527,2622,2979,1724,249,6619,6500,2067,6894,5423,3934,5070,769,721,2941,139,3108,1803,1286,6140,3796,3603,2677,5464,4541,3435,5010,1324,653,3919,1354,4019,8689,8264,5225,9830,280,1504,8770,3897,3611,4248,1295,9029,11407,9021,6322,1728,90,3984,10374,9948,9483,4138,1508,5826
958,184,3664,2871,591,137,6424,328,995,4446,805,1226,1504,1207,3554,2186,2007,736,5405,2179,590,5022,2753,1491,5910,3728,56,6657,3367,3619,2870,2487,6671,4358,106,2164,4339,3255,3682,6584,3262,3418,5650,4277,4771,11054,1759,2254,8484,4741,6294,11982,7921,2599,8708,4354,6195,5622,2237,485,9909,6764,6580,8456,2177,4090
4438,1286,371,2417,750,1382,7091,3564,2937,4867,2214,3227,3851,2733,601,915,646,1267,3816,165,703,3760,299,1085,2238,1608,3024,6909,4670,1881,7054,201,103,6416,4745,1693,4766,3884,646,6740,3202,1606,6144,831,6472,11549,4926,463,10037,9881,2270,6660,779,96,10549,7502,6147,3870,1004,9130,9725,7565,4084,10369,3852,2785
3523,1887,505,3049,520,4323,6464,6341,6821,5880,5028,2600,1719,696,126,1536,566,502,4354,4033,1880,4546,2715,165,3654,3118,1595,4120,1449,4508,6956,234,129,3364,3274,5631,1528,1043,3777,5144,690,1226,11785,2557,359,7086,6181,5922,2426,2302,3073,5977,1001,5657,9194,3805,2571,11996,10956,10245,6244,3204,8095,9302,139,1920
2141,1207,2816,6852,2057,951,6944,2497,1905,3452,2274,1018,1149,428,2774,1472,70,776,2201,302,3749,1996,952,2825,2131,701,4534,7179,3163,2936,6851,1184,1450,5721,430,367,4262,1050,1643,5680,1650,3443,9587,227,480,6827,2319,6670,3197,1876,4956,10633,6443,908,7960,975,2932,11285,1871,2212,11135,1184,15,11083,3495,2901
3750,151,2579,5746,5338,4557,6352,2275,1495,2196,2121,4634,3495,2587,6123,2178,1361,1946,5648,5113,2818,3869,1307,4148,5964,619,1350,6952,3527,2859,7117,5990,2916,5658,3988,1160,4855,1537,644,7473,3584,5688,9840,1536,3028,11178,1938,1827,6277,4042,5182,5098,1780,5160,9917,7980,2686,11626,9906,3489,9966,4184,2478,10489,6104,3193
6178,1742,2375,4965,1965,1008,5572,4609,1561,4709,3049,1964,7031,4759,4783,2763,717,5051,3353,505,4337,6710,2490,2914,6695,697,313,6284,407,1171,4043,3626,2478,2830,2685,4981,3962,12,2468,9577,5333,4023,11332,5142,1157,11067,9452,564,7417,495,3589,8478,2284,3585,4623,2074,2790,5209,494,3891,8260,3678,3227,7578,4780,4493
6811,3777,955,4008,873,359,2524,1834,5003,3624,1285,1189,7055,1100,1172,7097,2518,4,7185,1165,707,7134,4379,2445,6311,492,138,7048,2312,1384,2895,1524,2283,5126,486,803,6418,4366,71,8267,4794,6093,7347,3193,7585,2179,66,5429,10511,9517,8445,9779,4831,3343,5339,3861,2331,8606,8422,8355,7809,7221,937,7291,3124,4125
3989,2795,5973,3494,2356,2268,5693,2910,1674,3528,3129,3575,7127,5035,4027,4583,1389,3137,6727,51,91,5200,999,2434,5957,3901,3778,6120,3264,3719,3654,2746,5042,5443,3523,1570,2123,93,1334,9566,5161,1213,11739,5060,5150,7542,6209,10428,9439,626,3022,8291,4653,3430,3809,211,1331,8539,656,592,1525,121,3435,8292,5192,3608
7167,6388,1901,3406,1894,3947,4457,730,1220,3974,104,1505,6119,4770,2838,6331,4589,4844,6767,3708,173,6635,2996,1763,5834,4220,4805,6575,2175,2643,5950,3816,4787,3490,3022,6559,3364,1012,3385,5618,4279,4180,11829,9261,9227,11761,4977,4000,11835,1330,320,7068,57,4021,4929,2987,6263,8475,6235,6549,4839,3775,6358,6708,3320,2399
2680,2286,1636,5459,3550,2963,4947,782,2848,5375,5087,6030,4187,2031,1320,6586,1087,999,3232,1760,2336,5402,4075,3982,6419,1010,67,7043,4062,3647,6921,6333,6226,7027,1322,906,5737,4757,2343,5519,2978,3401,11795,889,861,10784,1387,6,10825,8685,6932,11032,6470,3311,8205,5961,1550,8789,3316,5687,7422,3804,243,5787,2205,7631
2030,579,4440,4872,1482,1285,7013,2443,2396,6318,1607,464,3476,2960,3734,6498,6202,480,3808,704,3297,5309,1074,812,5476,4456,4908,6628,4069,1205,6814,3571,137,6611,1928,318,3323,433,501,5942,1372,6446,11767,11538,2495,9403,76,2111,9072,3373,4026,7873,7709,6320,3794,1612,9334,11160,2452,3276,3861,3179,10164,11213,4492,2220
5891,5748,3983,4675,3437,5491,6966,4310,195,5175,1074,755,4250,1439,1894,776,746,6186,6401,663,468,5047,3476,989,5928,5332,229,3764,3024,918,3380,150,3259,5001,650,368,3391,3303,6848,11016,2372,33,2724,1490,2564,11438,6759,1896,9725,2548,611,6484,257,2863,11516,7060,4274,11984,2787,1961,10846,8652,4840,8941,7837,4704
4126,3509,3907,6729,2384,2491,2851,1664,375,4856,2904,3959,4705,2005,2215,6216,4269,4275,6206,5708,2530,2560,121,563,825,70,5283,1658,255,2257,6489,2101,1554,4719,4287,2361,6936,116,70,8677,2981,332,3798,138,7224,6575,1872,3340,7788,2884,5071,9090,6020,5957,8730,6119,7749,11158,3922,3916,7034,5683,1302,5808,4405,3231
4524,330,2017,6836,1161,85,1562,1434,2270,5911,4290,1806,4915,4824,6652,6222,452,1382,3028,1995,2158,3002,729,2287,6038,490,403,3660,120,3391,5942,4252,3325,2793,880,1334,6890,2298,1193,6028,1796,6893,10884,3671,1865,8043,2596,5744,9975,7528,7037,9027,7942,6623,10360,6998,5857,11152,4200,1701,2653,460,4482,4634,3115,3648
6211,1921,15,5760,4435,3117,2398,2218,5287,3427,2556,2922,6743,1384,211,7152,6295,3874,3191,1995,1137,4560,1658,976,5951,1528,236,6931,2219,2407,5015,4760,6182,3247,2646,1115,5785,1883,2674,11125,2001,2811,9078,1631,4242,11191,1019,1136,9484,7727,5986,7708,3042,6289,9219,1801,3931,8653,5844,9084,6675,4348,2999,5167,4289,221
4305,2667,3451,4442,3053,1372,5467,2442,929,3793,1684,4741,5570,1485,1801,4731,3018,3675,2333,2084,5474,3878,524,1093,4659,199,1415,7119,3808,449,6437,459,622,1716,1362,2828,6576,5705,1172,11935,6800,4711,11689,357,267,11308,4536,651,7743,6497,7800,10955,4275,601,11349,5109,4687,11893,1098,435,5326,2935,5206,1099,439,10151
5089,2446,1549,2761,2291,4442,3954,2022,3950,6850,4207,2135,5886,1403,95,5388,630,928,5723,4303,3180,4447,2216,1648,5875,4827,433,3760,1609,4272,6600,1048,1439,3182,2096,4327,2043,456,2380,9846,5327,6035,11599,3982,2654,7423,2070,6446,9046,1155,2986,7281,3515,4527,10927,1516,2287,11230,9832,7974,7597,3006,1744,10811,6761,2921
4192,448,935,4912,1182,1901,5882,3116,2478,4778,1631,2395,4578,3309,3147,5686,5510,6078,4600,1676,1934,3879,561,2919,1481,468,5697,6423,4441,1382,6991,5597,385,5413,1673,2879,3967,1100,560,10554,709,1422,10271,9181,4143,11799,3604,2142,10877,3448,2119,8293,7772,11468,11698,10152,9933,9372,8172,1688,6335,3094,5897,6971,1871,609
4679,1863,4264,5631,4707,496,5244,307,2185,5542,3074,1851,4416,2021,3410,6254,4371,4726,4858,199,1112,6237,6088,90,6710,496,109,3364,1601,1345,1779,1193,4027,6619,685,601,3427,1556,155,11267,8123,1737,5233,3333,8100,10337,9129,5536,9548,8649,1008,11989,1502,569,11479,870,353,2888,1268,5845,9138,2372,1875,5709,4533,5674
7080,1403,1364,1420,1056,6483,7122,4132,2841,4319,4243,5458,5805,2822,2275,6609,6164,3524,5771,2907,2054,239,194,915,6323,3127,1802,3108,2302,4580,4613,100,854,6535,165,149,2026,1182,2439,4881,4846,4591,10000,6214,6161,6744,4403,7962,1907,230,5492,11056,3414,2555,10962,10443,2725,7465,2874,1011,8641,8584,6086,6850,6315,10926
7041,763,822,6847,284,230,5831,3569,2036,5534,2212,569,5258,2787,2452,3969,2962,3670,4918,4666,6267,960,21,2990,4998,2902,36,5386,1304,3049,5367,58,1779,6519,5560,2159,3283,1545,2101,4626,2666,7516,9947,2055,3651,10303,1835,1699,7169,5970,9784,10197,5141,415,3244,802,8808,5602,3821,4794,6143,2795,6803,11461,3637,1654
7100,6000,216,6793,3241,821,4298,2441,4066,3891,261,403,4923,3401,4331,4677,736,3158,6519,4918,1837,3929,1889,252,2132,1758,1219,7131,2942,2712,7088,4791,612,3118,1719,3690,3839,478,3238,9476,1402,7,11543,1155,1606,10167,5306,643,10983,8137,4326,5471,2274,1775,11250,439,529,6575,1602,3197,10151,2745,2463,9478,1806,3352
1316,975,2686,4373,1303,2120,5923,2079,2655,4033,3861,5624,5853,5257,5388,7099,768,302,3438,2885,4511,2292,876,4453,1593,1442,1968,6901,1092,307,2909,2317,1739,5089,3513,1473,6599,5565,845,8081,7826,10614,11994,126,121,5504,3235,1764,7172,1308,2699,4972,1181,5360,11340,10965,5623,8170,8027,1713,9869,2692,1855,11024,10967,960
3027,917,713,5190,1227,1176,6499,1995,1707,5796,1242,2044,5984,4157,4273,6633,5659,641,5064,2855,3893,5869,4113,1272,2119,24,354,6116,4188,2237,2331,776,5293,3049,1261,2270,1879,707,108,10869,8561,2157,11989,6899,5376,4033,2692,3523,8563,5871,1830,9151,1906,2656,5998,700,722,1856,415,3500,9032,6739,2137,1017,988,887
2823,255,2841,5139,1383,858,6211,3133,2865,6598,734,348,6100,4789,1818,1615,673,68,6102,333,1079,3028,2560,3387,2449,566,2952,4165,1783,280,6848,6094,5887,4058,49,2151,1280,238,983,4465,2297,1177,10466,9257,9213,4864,1437,5607,4522,2596,3001,9901,4824,3784,6020,3927,1541,4941,4068,3576,4430,4338,4529,916,78,5352
5409,3762,1654,4614,4169,1378,5943,5126,862,6212,2172,2132,3129,663,127,1010,204,2505,6848,2662,2782,3855,2394,1535,4835,2137,3527,2662,2214,3124,6641,5197,3472,6160,1179,553,2025,856,3778,3345,235,2613,10422,7044,4021,9034,8396,6714,4927,1653,5855,8861,4153,2519,3634,75,1052,4449,3839,6204,4621,1173,936,6190,1908,1098
3301,2638,4501,1823,718,4036,1679,573,2569,6172,4305,3210,2593,2371,3345,3311,271,3077,6968,3362,1514,2996,285,4474,6225,4544,4787,3572,2838,3676,4916,2071,2269,5534,499,109,4947,2431,2327,5723,5720,9313,7399,5949,5073,7352,4105,5937,9129,6733,3375,7227,4292,3968,4611,1311,4003,6814,175,4600,4384,398,5622,5380,4752,8593
5164,2057,2011,5141,1416,2021,3675,3339,6179,5077,104,1776,3567,1023,793,6117,1492,315,5120,1338,838,7185,4892,3880,6468,3838,3000,4410,801,2826,5114,1968,3315,5144,331,813,4843,1200,3118,9316,1804,2193,6523,1771,4175,9184,7650,3755,5771,1252,2773,6903,392,4545,7303,1869,3035,11239,4212,1303,9608,3502,5224,9221,6146,8623
5118,3819,920,5746,422,785,6515,4441,3045,6749,5405,5815,3337,418,3467,4940,3272,34,4620,1174,3106,6173,2432,336,5630,3573,4522,6435,230,332,6461,6397,2136,5626,448,1594,6761,1880,2,9705,6664,1093,8927,3271,990,5289,3097,7959,7292,7123,3178,11056,10151,4596,8469,6573,2676,8330,5899,2067,11330,1131,193,11698,10907,7349
2219,439,1553,6109,5055,2556,5119,4572,4642,7159,6047,3931,6386,5738,1763,1702,1080,5012,6552,716,938,4077,3124,3517,6579,989,1509,6537,3117,2315,2200,32,4056,6772,151,13,4883,4439,2402,4134,609,5821,6646,4476,3632,10151,1895,211,3347,3301,7711,5501,3328,9324,4572,3607,4672,4498,3353,6247,10392,2172,2296,8140,1468,2382
3333,1645,3114,3610,1042,1550,5189,1406,1716,5043,1316,2965,2411,872,1000,5634,3075,437,6774,5480,1562,4470,3094,1468,7099,6714,988,5735,2844,3758,6224,4419,5322,6634,2688,1157,2846,878,3467,9346,5175,1141,5802,5099,8465,8467,1775,552,7757,1177,3350,11497,4262,4207,5637,3026,477,7392,5474,5476,10516,3711,2591,9054,2671,4733
4802,4141,6021,4118,125,2495,5499,1946,178,6692,5331,2609,2539,723,2956,2996,353,2308,2856,2324,3559,2844,1403,3014,1373,1370,3846,6649,6158,6610,7127,4156,3604,5103,1761,821,5435,2706,3913,5312,5009,9970,9168,5887,7626,7244,5789,9010,9930,3837,5121,11442,7810,2667,3088,2750,10122,7394,3347,4302,9396,3910,3817,11116,5902,6418
6682,5055,59,6488,3268,2626,3731,2786,1953,3970,2019,3106,4772,2134,4463,4951,1824,1903,4091,2826,3634,4455,3934,1153,3849,2146,5211,7101,1337,1201,6575,5666,1505,4163,842,701,6642,1643,995,10273,9299,2819,10907,839,704,10465,7610,2937,11214,2047,140,6299,2266,3546,10460,9985,9339,8349,5202,5718,9303,8443,5769,11632,4939,4657
1686,455,2551,5846,1934,113,2898,396,2115,5057,639,403,7101,4640,418,5030,3982,3132,4899,3138,395,1674,93,2363,6914,240,32,6965,3812,936,2414,1613,4092,4022,325,1783,5994,2062,1777,3793,340,7530,10772,7423,2567,5792,3834,80,9307,1543,3611,7579,425,2872,9814,2457,1825,8865,7538,6866,6629,2534,3070,11350,3522,263
3782,423,1476,4025,2715,4576,4617,2050,4471,4821,3963,6226,2879,1646,1893,4180,2655,4358,2156,263,1950,3944,1052,3423,6706,3095,3106,4089,3471,5676,4893,3035,4309,5480,239,1264,5709,2691,1776,10983,9462,4003,5916,3991,8789,2038,262,7418,11375,869,598,10026,3014,1677,9182,5893,2287,8193,4313,3859,7165,5966,637,8091,5549,8002
4835,4608,5557,5886,2623,2236,7038,6249,3587,7084,6339,4721,3126,1533,532,5883,3468,3668,3843,1618,1574,6315,1093,1561,6717,1999,1366,6294,2957,847,6167,2636,3119,6505,4987,4913,4794,2543,73,5524,2653,5985,10714,871,785,9194,1116,224,11104,6743,5072,8689,5792,4659,5576,3754,9386,7739,2368,2996,1836,190,5788,10544,5531,3002
5784,2331,2900,5499,2587,3444,4376,3246,5343,5466,3032,3398,2125,103,2150,6083,1390,806,3799,3008,5837,6783,6530,2983,6084,1630,1748,4184,349,272,6650,4270,954,6431,3503,2547,2324,542,3413,8856,7559,2780,10628,4980,762,8302,7736,2423,9433,1053,2761,7556,2502,402,11208,9730,1563,8367,2744,5523,7434,4120,4784,8015,2318,1446
6353,2423,36,6356,1406,190,6473,4657,3740,5832,2452,2442,4172,3279,1885,5499,2556,242,6628,4859,2456,3236,694,1294,6202,3909,2839,4107,3980,6662,3334,2495,2887,5475,797,2476,5195,681,1444,4077,1778,6429,6410,4946,535,2989,2933,8268,11141,4301,2556,5456,120,4551,3041,2749,8315,11146,7289,5122,8098,4586,6132,7143,4544,8333
3966,3525,6225,5140,541,435,5556,1086,2049,5822,2305,212,2778,1903,5290,3185,2015,3146,4225,503,1681,3836,274,810,5132,3602,2843,6789,4620,2413,3726,2916,3045,7154,2802,1505,5958,4685,931,8728,2462,5272,1999,62,9054,8324,1982,1822,9396,6947,1158,9887,6421,7648,8607,5811,7912,8979,2539,1932,9644,2758,2254,10932,3035,12
6666,5635,35,5034,1878,2800,6519,5736,2534,3729,2430,2066,6165,596,1260,4316,2238,1184,5403,2179,396,4372,2094,594,4373,653,2313,4582,3440,5446,3855,1177,4027,5857,5551,4587,2204,1444,365,11538,7062,7343,10991,8047,6996,8164,5586,7085,3607,2422,10610,11114,6921,5288,10708,726,271,8372,5541,3208,9140,109,2901,7909,1220,3663
1066,342,2115,5956,2657,3835,3317,2773,1875,3365,1876,3783,6829,3022,3072,3262,720,2264,3620,2783,2126,2872,1068,3071,6033,2189,812,6588,1426,1121,6705,5139,1555,4893,3461,66,1125,210,493,11819,2008,1414,9940,5841,3452,9663,4699,6048,11795,10300,2516,9481,1637,3913,10253,5830,3845,6039,5709,7100,11932,3601,1849,10352,3123,1147
2839,2369,1922,7134,6722,733,2419,1547,1320,5272,1010,782,6879,2175,1665,4806,3177,4743,2963,1417,2794,4875,2063,1563,4656,1875,1568,6283,5327,5934,3121,1508,4222,1498,1192,5658,1408,917,6683,11225,716,739,7551,2422,2578,11012,6691,6775,4011,977,6093,11757,6597,2266,8268,2142,126,7430,205,2179,10180,4709,4739,8376,1867,1513
2392,1586,5342,1145,750,2940,2192,39,3730,5044,5010,5610,6369,1200,82,6372,3275,3249,4340,4216,5106,4375,2601,1131,4349,3219,1938,6890,6777,4348,5835,831,773,5964,904,1127,7174,1373,655,11248,1638,347,7707,3873,1260,11096,2323,1303,9127,6910,8627,7426,2892,3348,6252,2948,6833,9404,6187,3322,10210,6087,7383,8022,4034,809
6148,432,170,3335,2688,1312,5883,2716,3520,5644,1601,1963,5251,166,1052,6346,699,242,5230,2413,3378,2905,2604,953,3068,939,1023,4461,4228,5713,5777,3632,170,6187,3298,2670,6456,3495,2209,9957,4077,4973,5094,1159,4205,10076,57,257,10844,697,310,7882,706,3259,10137,86,343,6539,85,2660,11506,7204,742,4797,3447,8397
5886,1484,852,1959,673,2526,6687,399,696,6006,1542,527,6137,5456,4872,5889,2434,310,6195,3524,2161,1254,76,4722,3152,549,4575,5946,4825,2832,2315,1677,2445,5559,2743,165,5170,4106,2954,10853,3178,2315,8140,5267,7425,10276,8186,3733,10457,1590,1161,10435,2774,1966,10394,3312,2354,9114,1607,3673,5044,538,926,9747,6859,3092
5254,3925,5186,3812,3802,259,6984,3072,1595,4991,4874,1799,5553,4612,892,3765,3258,96,4832,3740,3096,5900,3714,4564,7178,6547,6172,3953,348,1300,3083,327,1005,2981,736,3996,4018,1541,4100,9990,2697,261,10298,1885,948,5823,4039,3269,10028,2906,1249,9627,761,2928,9436,9085,9918,11180,10637,10103,5432,4564,2294,5980,5757,7744
